Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
January 31 2021,Orange,CA,Passenger,4,3,7,434,441,1.59
January 31 2021,Placer,CA,Passenger,1,0,1,73,74,1.35
January 31 2021,Riverside,CA,Passenger,3,1,4,565,569,0.7
January 31 2021,Sacramento,CA,Passenger,2,0,2,234,236,0.85
January 31 2021,San Diego,CA,Passenger,14,5,19,2715,2734,0.69
January 31 2021,San Francisco,CA,Passenger,1,1,2,82,84,2.38
January 31 2021,San Mateo,CA,Passenger,1,1,2,104,106,1.89
January 31 2021,Santa Clara,CA,Passenger,6,2,8,257,265,3.02
January 31 2021,Santa Cruz,CA,Passenger,1,0,1,29,30,3.33
January 31 2021,Solano,CA,Passenger,1,0,1,203,204,0.49
January 31 2021,Ventura,CA,Passenger,1,2,3,268,271,1.11
January 31 2021,Arapahoe,CO,Passenger,1,0,1,116,117,0.85
January 31 2021,Boulder,CO,Passenger,0,1,1,35,36,2.78
January 31 2021,Denver,CO,Passenger,1,0,1,109,110,0.91
January 31 2021,El Paso,CO,Passenger,2,0,2,674,676,0.3
January 31 2021,Larimer,CO,Passenger,1,0,1,44,45,2.22
January 31 2021,New Haven,CT,Passenger,0,2,2,36,38,5.26
January 31 2021,New London,CT,Passenger,0,2,2,234,236,0.85
January 31 2021,District of Columbia,DC,Passenger,3,2,5,201,206,2.43
January 31 2021,Broward,FL,Passenger,1,1,2,100,102,1.96
January 31 2021,Duval,FL,Passenger,0,2,2,331,333,0.6
January 31 2021,Lake,FL,Passenger,1,0,1,20,21,4.76
January 31 2021,Nassau,FL,Passenger,1,0,1,30,31,3.23
January 31 2021,Okaloosa,FL,Passenger,0,1,1,124,125,0.8
January 31 2021,Orange,FL,Passenger,1,0,1,109,110,0.91
January 31 2021,Palm Beach,FL,Passenger,0,1,1,63,64,1.56
January 31 2021,Pinellas,FL,Passenger,1,1,2,87,89,2.25
January 31 2021,Polk,FL,Passenger,1,0,1,56,57,1.75
January 31 2021,Sarasota,FL,Passenger,2,0,2,26,28,7.14
January 31 2021,Sumter,FL,Passenger,0,1,1,10,11,9.09
January 31 2021,Bartow,GA,Passenger,0,1,1,3,4,25
January 31 2021,DeKalb,GA,Passenger,1,0,1,61,62,1.61
January 31 2021,Fulton,GA,Passenger,0,2,2,80,82,2.44
January 31 2021,Houston,GA,Passenger,1,0,1,49,50,2
January 31 2021,Jones,GA,Passenger,1,0,1,1,2,50
January 31 2021,Richmond,GA,Passenger,0,1,1,80,81,1.23
January 31 2021,Honolulu,HI,Passenger,5,1,6,399,405,1.48
January 31 2021,Maui,HI,Passenger,1,0,1,24,25,4
January 31 2021,Twin Falls,ID,Passenger,0,1,1,21,22,4.55
January 31 2021,DuPage,IL,Passenger,2,0,2,51,53,3.77
January 31 2021,Lake,IL,Passenger,3,0,3,164,167,1.8
January 31 2021,Monroe,IL,Passenger,1,0,1,2,3,33.33
January 31 2021,St. Clair,IL,Passenger,1,0,1,137,138,0.72
January 31 2021,DeKalb,IN,Passenger,1,0,1,0,1,100
January 31 2021,Hamilton,IN,Passenger,2,0,2,33,35,5.71
January 31 2021,Howard,IN,Passenger,0,1,1,3,4,25
January 31 2021,Vigo,IN,Passenger,1,0,1,5,6,16.67
January 31 2021,Leavenworth,KS,Passenger,0,1,1,128,129,0.78
January 31 2021,Sedgwick,KS,Passenger,1,0,1,86,87,1.15
January 31 2021,Oldham,KY,Passenger,0,1,1,4,5,20
January 31 2021,Plaquemines,LA,Passenger,0,1,1,13,14,7.14
January 31 2021,Hampshire,MA,Passenger,1,0,1,4,5,20
January 31 2021,Middlesex,MA,Passenger,1,1,2,93,95,2.11
January 31 2021,Suffolk,MA,Passenger,0,2,2,33,35,5.71
January 31 2021,Anne Arundel,MD,Passenger,3,1,4,394,398,1.01
January 31 2021,Calvert,MD,Passenger,0,2,2,83,85,2.35
January 31 2021,Carroll,MD,Passenger,0,1,1,17,18,5.56
January 31 2021,Charles,MD,Passenger,1,1,2,71,73,2.74
January 31 2021,Frederick,MD,Passenger,2,1,3,73,76,3.95
January 31 2021,Howard,MD,Passenger,0,1,1,63,64,1.56
January 31 2021,Montgomery,MD,Passenger,1,0,1,229,230,0.43
January 31 2021,Prince George's,MD,Passenger,1,1,2,143,145,1.38
January 31 2021,St. Mary's,MD,Passenger,1,0,1,202,203,0.49
January 31 2021,Penobscot,ME,Passenger,0,1,1,9,10,10
January 31 2021,Kent,MI,Passenger,0,1,1,22,23,4.35
January 31 2021,Saginaw,MI,Passenger,2,0,2,9,11,18.18
January 31 2021,Washtenaw,MI,Passenger,1,0,1,26,27,3.7
January 31 2021,Dakota,MN,Passenger,0,1,1,23,24,4.17
January 31 2021,Hennepin,MN,Passenger,2,0,2,76,78,2.56
January 31 2021,Ramsey,MN,Passenger,1,0,1,33,34,2.94
January 31 2021,Boone,MO,Passenger,0,1,1,8,9,11.11
January 31 2021,Greene,MO,Passenger,0,1,1,27,28,3.57
January 31 2021,Platte,MO,Passenger,1,0,1,17,18,5.56
January 31 2021,Ray,MO,Passenger,0,1,1,1,2,50
January 31 2021,St. Louis,MO,Passenger,1,0,1,91,92,1.09
January 31 2021,Harrison,MS,Passenger,2,0,2,53,55,3.64
January 31 2021,Cascade,MT,Passenger,0,1,1,56,57,1.75
January 31 2021,Flathead,MT,Passenger,1,0,1,46,47,2.13
January 31 2021,Missoula,MT,Passenger,1,0,1,58,59,1.69
January 31 2021,Cumberland,NC,Passenger,0,2,2,452,454,0.44
January 31 2021,Moore,NC,Passenger,0,1,1,140,141,0.71
January 31 2021,Randolph,NC,Passenger,1,0,1,7,8,12.5
