year,state,state_po,county_name,county_fips,office,candidate,party,candidatevotes,totalvotes,percent_rep,version,mode,year2,candidatevotes2,totalvotes2,percent_rep2,percentchange
2016,IDAHO,ID,IDAHO,16049,US PRESIDENT,DONALD TRUMP,REPUBLICAN,6441,8233,0.782339366,20220315,TOTAL,2020,7826,9602,0.815038534,1.041796654
2016,IDAHO,ID,JEFFERSON,16051,US PRESIDENT,DONALD TRUMP,REPUBLICAN,8436,11475,0.735163399,20220315,TOTAL,2020,12099,14173,0.85366542,1.161191405
2016,IDAHO,ID,JEROME,16053,US PRESIDENT,DONALD TRUMP,REPUBLICAN,4644,6751,0.687898089,20220315,TOTAL,2020,5734,7812,0.733998976,1.06701703
2016,IDAHO,ID,KOOTENAI,16055,US PRESIDENT,DONALD TRUMP,REPUBLICAN,44449,66310,0.670321219,20220315,TOTAL,2020,62837,89467,0.702348352,1.047778785
2016,IDAHO,ID,LATAH,16057,US PRESIDENT,DONALD TRUMP,REPUBLICAN,7265,18173,0.399768888,20220315,TOTAL,2020,9472,20570,0.460476422,1.151856575
2016,IDAHO,ID,LEMHI,16059,US PRESIDENT,DONALD TRUMP,REPUBLICAN,3011,4096,0.735107422,20220315,TOTAL,2020,3592,4738,0.758125791,1.031312933
2016,IDAHO,ID,LEWIS,16061,US PRESIDENT,DONALD TRUMP,REPUBLICAN,1202,1590,0.755974843,20220315,TOTAL,2020,1489,1870,0.796256684,1.053284633
2016,IDAHO,ID,LINCOLN,16063,US PRESIDENT,DONALD TRUMP,REPUBLICAN,1184,1748,0.677345538,20220315,TOTAL,2020,1469,1940,0.757216495,1.117917595
2016,IDAHO,ID,MADISON,16065,US PRESIDENT,DONALD TRUMP,REPUBLICAN,8941,15688,0.569926058,20220315,TOTAL,2020,13559,17112,0.792367929,1.390299527
2016,IDAHO,ID,MINIDOKA,16067,US PRESIDENT,DONALD TRUMP,REPUBLICAN,4887,6871,0.711250182,20220315,TOTAL,2020,6265,7993,0.783810834,1.102018466
2016,IDAHO,ID,NEZ PERCE,16069,US PRESIDENT,DONALD TRUMP,REPUBLICAN,10699,17201,0.621998721,20220315,TOTAL,2020,13738,20967,0.655220108,1.0534107
2016,IDAHO,ID,ONEIDA,16071,US PRESIDENT,DONALD TRUMP,REPUBLICAN,1531,2068,0.74032882,20220315,TOTAL,2020,2148,2451,0.876376989,1.18376722
2016,IDAHO,ID,OWYHEE,16073,US PRESIDENT,DONALD TRUMP,REPUBLICAN,3052,3925,0.777579618,20220315,TOTAL,2020,3819,4742,0.80535639,1.035722094
2016,IDAHO,ID,PAYETTE,16075,US PRESIDENT,DONALD TRUMP,REPUBLICAN,6489,8704,0.745519301,20220315,TOTAL,2020,8862,11293,0.784733906,1.052600388
2016,IDAHO,ID,POWER,16077,US PRESIDENT,DONALD TRUMP,REPUBLICAN,1666,2758,0.604060914,20220315,TOTAL,2020,2116,3074,0.688353936,1.139543911
2016,IDAHO,ID,SHOSHONE,16079,US PRESIDENT,DONALD TRUMP,REPUBLICAN,3297,5120,0.643945313,20220315,TOTAL,2020,4216,6049,0.696974707,1.082350773
2016,IDAHO,ID,TETON,16081,US PRESIDENT,DONALD TRUMP,REPUBLICAN,2167,4976,0.435490354,20220315,TOTAL,2020,2858,6347,0.450291476,1.033987257
2016,IDAHO,ID,TWIN FALLS,16083,US PRESIDENT,DONALD TRUMP,REPUBLICAN,19828,29874,0.663720961,20220315,TOTAL,2020,25897,36501,0.709487411,1.068954354
2016,IDAHO,ID,VALLEY,16085,US PRESIDENT,DONALD TRUMP,REPUBLICAN,2906,5349,0.543279118,20220315,TOTAL,2020,3947,7063,0.558827694,1.028619867
2016,IDAHO,ID,WASHINGTON,16087,US PRESIDENT,DONALD TRUMP,REPUBLICAN,3283,4455,0.736924804,20220315,TOTAL,2020,4154,5344,0.777320359,1.054816388
2016,ILLINOIS,IL,ADAMS,17001,US PRESIDENT,DONALD TRUMP,REPUBLICAN,22790,31951,0.71327971,20220315,TOTAL,2020,24220,33527,0.72240284,1.012790396
2016,ILLINOIS,IL,ALEXANDER,17003,US PRESIDENT,DONALD TRUMP,REPUBLICAN,1496,2846,0.525650035,20220315,TOTAL,2020,1486,2618,0.567608862,1.079822741
2016,ILLINOIS,IL,BOND,17005,US PRESIDENT,DONALD TRUMP,REPUBLICAN,4888,7530,0.649136786,20220315,TOTAL,2020,5625,8145,0.690607735,1.063886302
2016,ILLINOIS,IL,BOONE,17007,US PRESIDENT,DONALD TRUMP,REPUBLICAN,12282,23001,0.533976784,20220315,TOTAL,2020,13883,24979,0.555786861,1.040844617
2016,ILLINOIS,IL,BROWN,17009,US PRESIDENT,DONALD TRUMP,REPUBLICAN,1796,2379,0.75493905,20220315,TOTAL,2020,1931,2521,0.765965887,1.014606261
2016,ILLINOIS,IL,BUREAU,17011,US PRESIDENT,DONALD TRUMP,REPUBLICAN,9281,16571,0.56007483,20220315,TOTAL,2020,10411,17434,0.597166456,1.066226198
2016,ILLINOIS,IL,CALHOUN,17013,US PRESIDENT,DONALD TRUMP,REPUBLICAN,1721,2571,0.669389343,20220315,TOTAL,2020,2046,2772,0.738095238,1.102639661
2016,ILLINOIS,IL,CARROLL,17015,US PRESIDENT,DONALD TRUMP,REPUBLICAN,4434,7445,0.595567495,20220315,TOTAL,2020,5105,8024,0.636216351,1.068252308
2016,ILLINOIS,IL,CASS,17017,US PRESIDENT,DONALD TRUMP,REPUBLICAN,3216,5124,0.62763466,20220315,TOTAL,2020,3625,5317,0.681775437,1.086261611
2016,ILLINOIS,IL,CHAMPAIGN,17019,US PRESIDENT,DONALD TRUMP,REPUBLICAN,33368,91628,0.364168158,20220315,TOTAL,2020,35285,95142,0.370866705,1.018394102
2016,ILLINOIS,IL,CHRISTIAN,17021,US PRESIDENT,DONALD TRUMP,REPUBLICAN,10543,15459,0.681997542,20220315,TOTAL,2020,11563,16204,0.713589237,1.046322301
2016,ILLINOIS,IL,CLARK,17023,US PRESIDENT,DONALD TRUMP,REPUBLICAN,5622,7928,0.70913219,20220315,TOTAL,2020,6226,8356,0.745093346,1.050711499
2016,ILLINOIS,IL,CLAY,17025,US PRESIDENT,DONALD TRUMP,REPUBLICAN,5021,6350,0.790708661,20220315,TOTAL,2020,5629,6886,0.817455707,1.033826676
2016,ILLINOIS,IL,CLINTON,17027,US PRESIDENT,DONALD TRUMP,REPUBLICAN,12412,17419,0.712555256,20220315,TOTAL,2020,14304,19170,0.746165884,1.047169154
2016,ILLINOIS,IL,COLES,17029,US PRESIDENT,DONALD TRUMP,REPUBLICAN,13003,21863,0.59474912,20220315,TOTAL,2020,14037,22606,0.620941343,1.044039113
2016,ILLINOIS,IL,COOK,17031,US PRESIDENT,DONALD TRUMP,REPUBLICAN,453287,2158615,0.209989739,20220315,TOTAL,2020,558269,2321486,0.240479159,1.145194808
2016,ILLINOIS,IL,CRAWFORD,17033,US PRESIDENT,DONALD TRUMP,REPUBLICAN,6277,8728,0.719179652,20220315,TOTAL,2020,7043,9425,0.747267905,1.039055962
2016,ILLINOIS,IL,CUMBERLAND,17035,US PRESIDENT,DONALD TRUMP,REPUBLICAN,4206,5567,0.755523621,20220315,TOTAL,2020,4601,5832,0.788923182,1.04420717
2016,ILLINOIS,IL,DE WITT,17039,US PRESIDENT,DONALD TRUMP,REPUBLICAN,5077,7543,0.673074374,20220315,TOTAL,2020,5632,8024,0.701894317,1.042818364
2016,ILLINOIS,IL,DEKALB,17037,US PRESIDENT,DONALD TRUMP,REPUBLICAN,19091,43600,0.437866972,20220315,TOTAL,2020,21905,47825,0.458024046,1.046034697
2016,ILLINOIS,IL,DOUGLAS,17041,US PRESIDENT,DONALD TRUMP,REPUBLICAN,5698,8169,0.697514996,20220315,TOTAL,2020,6227,8738,0.71263447,1.0216762
2016,ILLINOIS,IL,DUPAGE,17043,US PRESIDENT,DONALD TRUMP,REPUBLICAN,166415,428769,0.388122742,20220315,TOTAL,2020,193611,485104,0.399112355,1.028314788
2016,ILLINOIS,IL,EDGAR,17045,US PRESIDENT,DONALD TRUMP,REPUBLICAN,5645,7873,0.717007494,20220315,TOTAL,2020,6193,8196,0.755612494,1.053841836
2016,ILLINOIS,IL,EDWARDS,17047,US PRESIDENT,DONALD TRUMP,REPUBLICAN,2778,3347,0.829997012,20220315,TOTAL,2020,2833,3366,0.841651812,1.014041978
2016,ILLINOIS,IL,EFFINGHAM,17049,US PRESIDENT,DONALD TRUMP,REPUBLICAN,13635,17609,0.77431995,20220315,TOTAL,2020,15006,19049,0.787757888,1.017354503
2016,ILLINOIS,IL,FAYETTE,17051,US PRESIDENT,DONALD TRUMP,REPUBLICAN,7372,9585,0.769118414,20220315,TOTAL,2020,8055,10056,0.80101432,1.041470735
2016,ILLINOIS,IL,FORD,17053,US PRESIDENT,DONALD TRUMP,REPUBLICAN,4480,6396,0.700437774,20220315,TOTAL,2020,5048,6953,0.726017546,1.036519693
2016,ILLINOIS,IL,FRANKLIN,17055,US PRESIDENT,DONALD TRUMP,REPUBLICAN,13116,18711,0.700978034,20220315,TOTAL,2020,13622,18626,0.731343284,1.043318403
2016,ILLINOIS,IL,FULTON,17057,US PRESIDENT,DONALD TRUMP,REPUBLICAN,8492,15797,0.537570425,20220315,TOTAL,2020,9867,16678,0.5916177,1.100539897
2016,ILLINOIS,IL,GALLATIN,17059,US PRESIDENT,DONALD TRUMP,REPUBLICAN,1942,2707,0.717399335,20220315,TOTAL,2020,2019,2674,0.755048616,1.052480229
2016,ILLINOIS,IL,GREENE,17061,US PRESIDENT,DONALD TRUMP,REPUBLICAN,4145,5585,0.742166517,20220315,TOTAL,2020,4770,6227,0.76601895,1.032138923
2016,ILLINOIS,IL,GRUNDY,17063,US PRESIDENT,DONALD TRUMP,REPUBLICAN,13454,23237,0.578990403,20220315,TOTAL,2020,16523,26691,0.619047619,1.069184594
2016,ILLINOIS,IL,HAMILTON,17065,US PRESIDENT,DONALD TRUMP,REPUBLICAN,3206,4166,0.76956313,20220315,TOTAL,2020,3432,4315,0.795365006,1.033527952
2016,ILLINOIS,IL,HANCOCK,17067,US PRESIDENT,DONALD TRUMP,REPUBLICAN,6430,9121,0.704966561,20220315,TOTAL,2020,6906,9383,0.736011936,1.044038083
2016,ILLINOIS,IL,HARDIN,17069,US PRESIDENT,DONALD TRUMP,REPUBLICAN,1653,2148,0.769553073,20220315,TOTAL,2020,1691,2162,0.782146161,1.016364158
2016,ILLINOIS,IL,HENDERSON,17071,US PRESIDENT,DONALD TRUMP,REPUBLICAN,2155,3518,0.612563957,20220315,TOTAL,2020,2394,3647,0.656429942,1.071610458
2016,ILLINOIS,IL,HENRY,17073,US PRESIDENT,DONALD TRUMP,REPUBLICAN,13985,24643,0.567503956,20220315,TOTAL,2020,15300,25635,0.596840257,1.051693562
2016,ILLINOIS,IL,IROQUOIS,17075,US PRESIDENT,DONALD TRUMP,REPUBLICAN,9750,13064,0.746325781,20220315,TOTAL,2020,10877,14025,0.775543672,1.039148978
2016,ILLINOIS,IL,JACKSON,17077,US PRESIDENT,DONALD TRUMP,REPUBLICAN,10843,24617,0.440467969,20220315,TOTAL,2020,10890,22643,0.480943338,1.091891741
2016,ILLINOIS,IL,JASPER,17079,US PRESIDENT,DONALD TRUMP,REPUBLICAN,3975,5136,0.773948598,20220315,TOTAL,2020,4494,5576,0.805954089,1.04135351
2016,ILLINOIS,IL,JEFFERSON,17081,US PRESIDENT,DONALD TRUMP,REPUBLICAN,11695,16999,0.687981646,20220315,TOTAL,2020,12476,17404,0.716846702,1.041956142
2016,ILLINOIS,IL,JERSEY,17083,US PRESIDENT,DONALD TRUMP,REPUBLICAN,7748,10991,0.704940406,20220315,TOTAL,2020,8712,11937,0.729831616,1.035309666
2016,ILLINOIS,IL,JO DAVIESS,17085,US PRESIDENT,DONALD TRUMP,REPUBLICAN,6121,11334,0.540056467,20220315,TOTAL,2020,7166,12496,0.573463508,1.061858422
2016,ILLINOIS,IL,JOHNSON,17087,US PRESIDENT,DONALD TRUMP,REPUBLICAN,4649,6089,0.763507965,20220315,TOTAL,2020,5059,6437,0.78592512,1.029360735
2016,ILLINOIS,IL,KANE,17089,US PRESIDENT,DONALD TRUMP,REPUBLICAN,82734,199314,0.415093772,20220315,TOTAL,2020,96775,231876,0.417356691,1.005451585
2016,ILLINOIS,IL,KANKAKEE,17091,US PRESIDENT,DONALD TRUMP,REPUBLICAN,25129,47305,0.531212345,20220315,TOTAL,2020,28532,49902,0.571760651,1.076331632
2016,ILLINOIS,IL,KENDALL,17093,US PRESIDENT,DONALD TRUMP,REPUBLICAN,24961,53447,0.467023406,20220315,TOTAL,2020,29492,63974,0.460999781,0.987102091
2016,ILLINOIS,IL,KNOX,17095,US PRESIDENT,DONALD TRUMP,REPUBLICAN,10737,22243,0.482713663,20220315,TOTAL,2020,12009,23143,0.518904204,1.074973104
2016,ILLINOIS,IL,LAKE,17097,US PRESIDENT,DONALD TRUMP,REPUBLICAN,109767,303520,0.361646679,20220315,TOTAL,2020,123594,334177,0.36984592,1.022671965
2016,ILLINOIS,IL,LASALLE,17099,US PRESIDENT,DONALD TRUMP,REPUBLICAN,26689,49743,0.536537804,20220315,TOTAL,2020,30113,53591,0.561904051,1.04727765
2016,ILLINOIS,IL,LAWRENCE,17101,US PRESIDENT,DONALD TRUMP,REPUBLICAN,4521,6094,0.741877256,20220315,TOTAL,2020,4886,6411,0.762127593,1.027296075
2016,ILLINOIS,IL,LEE,17103,US PRESIDENT,DONALD TRUMP,REPUBLICAN,8612,15489,0.556007489,20220315,TOTAL,2020,9630,16397,0.587302555,1.056285332
2016,ILLINOIS,IL,LIVINGSTON,17105,US PRESIDENT,DONALD TRUMP,REPUBLICAN,10208,15269,0.668544109,20220315,TOTAL,2020,12208,17174,0.71084197,1.063268617
2016,ILLINOIS,IL,LOGAN,17107,US PRESIDENT,DONALD TRUMP,REPUBLICAN,8181,12401,0.659704863,20220315,TOTAL,2020,9136,13294,0.687227321,1.04171935
2016,ILLINOIS,IL,MACON,17115,US PRESIDENT,DONALD TRUMP,REPUBLICAN,26866,48060,0.559009571,20220315,TOTAL,2020,28589,49390,0.578841871,1.035477567
2016,ILLINOIS,IL,MACOUPIN,17117,US PRESIDENT,DONALD TRUMP,REPUBLICAN,14322,22360,0.640518784,20220315,TOTAL,2020,16153,24022,0.672425277,1.049813517
2016,ILLINOIS,IL,MADISON,17119,US PRESIDENT,DONALD TRUMP,REPUBLICAN,70490,130179,0.541485186,20220315,TOTAL,2020,76031,137139,0.554408301,1.023866055
2016,ILLINOIS,IL,MARION,17121,US PRESIDENT,DONALD TRUMP,REPUBLICAN,11859,17074,0.694564835,20220315,TOTAL,2020,12678,17458,0.726200023,1.045546774
2016,ILLINOIS,IL,MARSHALL,17123,US PRESIDENT,DONALD TRUMP,REPUBLICAN,3785,5984,0.632520053,20220315,TOTAL,2020,4197,6334,0.662614462,1.047578583
2016,ILLINOIS,IL,MASON,17125,US PRESIDENT,DONALD TRUMP,REPUBLICAN,4058,6486,0.625655257,20220315,TOTAL,2020,4654,6766,0.68785102,1.099408998
2016,ILLINOIS,IL,MASSAC,17127,US PRESIDENT,DONALD TRUMP,REPUBLICAN,4846,6683,0.725123448,20220315,TOTAL,2020,4997,6813,0.733450756,1.011483987
2016,ILLINOIS,IL,MCDONOUGH,17109,US PRESIDENT,DONALD TRUMP,REPUBLICAN,6795,13092,0.519019248,20220315,TOTAL,2020,7027,12285,0.571998372,1.102075451
2016,ILLINOIS,IL,MCHENRY,17111,US PRESIDENT,DONALD TRUMP,REPUBLICAN,71612,141750,0.505199295,20220315,TOTAL,2020,82260,163879,0.501955711,0.993579597
2016,ILLINOIS,IL,MCLEAN,17113,US PRESIDENT,DONALD TRUMP,REPUBLICAN,37237,79835,0.466424501,20220315,TOTAL,2020,40502,87002,0.465529528,0.998081206
2016,ILLINOIS,IL,MENARD,17129,US PRESIDENT,DONALD TRUMP,REPUBLICAN,4231,6515,0.649424405,20220315,TOTAL,2020,4764,6928,0.687644342,1.058852018
2016,ILLINOIS,IL,MERCER,17131,US PRESIDENT,DONALD TRUMP,REPUBLICAN,4807,8525,0.563870968,20220315,TOTAL,2020,5418,8893,0.609243225,1.080465674
2016,ILLINOIS,IL,MONROE,17133,US PRESIDENT,DONALD TRUMP,REPUBLICAN,12629,19354,0.652526609,20220315,TOTAL,2020,14142,21148,0.668715718,1.024809882
2016,ILLINOIS,IL,MONTGOMERY,17135,US PRESIDENT,DONALD TRUMP,REPUBLICAN,8630,12978,0.66497149,20220315,TOTAL,2020,9544,13727,0.695272091,1.045566767
2016,ILLINOIS,IL,MORGAN,17137,US PRESIDENT,DONALD TRUMP,REPUBLICAN,9076,14800,0.613243243,20220315,TOTAL,2020,9950,15309,0.649944477,1.059847759
2016,ILLINOIS,IL,MOULTRIE,17139,US PRESIDENT,DONALD TRUMP,REPUBLICAN,4455,6283,0.709056183,20220315,TOTAL,2020,4964,6744,0.736061684,1.038086546
2016,ILLINOIS,IL,OGLE,17141,US PRESIDENT,DONALD TRUMP,REPUBLICAN,14352,24193,0.593229447,20220315,TOTAL,2020,16248,26272,0.618453106,1.04251923
2016,ILLINOIS,IL,PEORIA,17143,US PRESIDENT,DONALD TRUMP,REPUBLICAN,35633,78503,0.45390622,20220315,TOTAL,2020,38252,83973,0.455527372,1.003571557
2016,ILLINOIS,IL,PERRY,17145,US PRESIDENT,DONALD TRUMP,REPUBLICAN,6855,9853,0.69572719,20220315,TOTAL,2020,7313,10053,0.727444544,1.045588781
2016,ILLINOIS,IL,PIATT,17147,US PRESIDENT,DONALD TRUMP,REPUBLICAN,5634,9008,0.62544405,20220315,TOTAL,2020,6248,9822,0.636122989,1.017074172
2016,ILLINOIS,IL,PIKE,17149,US PRESIDENT,DONALD TRUMP,REPUBLICAN,5754,7530,0.764143426,20220315,TOTAL,2020,6332,7949,0.796578186,1.042445905
2016,ILLINOIS,IL,POPE,17151,US PRESIDENT,DONALD TRUMP,REPUBLICAN,1678,2142,0.783380019,20220315,TOTAL,2020,1722,2175,0.791724138,1.010651432
2016,ILLINOIS,IL,PULASKI,17153,US PRESIDENT,DONALD TRUMP,REPUBLICAN,1675,2735,0.612431444,20220315,TOTAL,2020,1699,2624,0.647484756,1.057236303
2016,ILLINOIS,IL,PUTNAM,17155,US PRESIDENT,DONALD TRUMP,REPUBLICAN,1767,3111,0.567984571,20220315,TOTAL,2020,1993,3390,0.587905605,1.035073195
2016,ILLINOIS,IL,RANDOLPH,17157,US PRESIDENT,DONALD TRUMP,REPUBLICAN,10023,14194,0.706143441,20220315,TOTAL,2020,11076,14891,0.743804983,1.053334124
2016,ILLINOIS,IL,RICHLAND,17159,US PRESIDENT,DONALD TRUMP,REPUBLICAN,5739,7684,0.746876627,20220315,TOTAL,2020,6089,8063,0.755177973,1.01111475
2016,ILLINOIS,IL,ROCK ISLAND,17161,US PRESIDENT,DONALD TRUMP,REPUBLICAN,26998,63994,0.421883302,20220315,TOTAL,2020,28603,66758,0.428458013,1.015584193
2016,ILLINOIS,IL,SALINE,17165,US PRESIDENT,DONALD TRUMP,REPUBLICAN,8276,11384,0.726985242,20220315,TOTAL,2020,8103,11066,0.732242906,1.007232146
2016,ILLINOIS,IL,SANGAMON,17167,US PRESIDENT,DONALD TRUMP,REPUBLICAN,49944,98373,0.507700284,20220315,TOTAL,2020,53485,104752,0.51058691,1.00568569
2016,ILLINOIS,IL,SCHUYLER,17169,US PRESIDENT,DONALD TRUMP,REPUBLICAN,2524,3828,0.659352142,20220315,TOTAL,2020,2773,3906,0.709933436,1.076713626
2016,ILLINOIS,IL,SCOTT,17171,US PRESIDENT,DONALD TRUMP,REPUBLICAN,1966,2608,0.753834356,20220315,TOTAL,2020,2114,2737,0.772378517,1.024599782
2016,ILLINOIS,IL,SHELBY,17173,US PRESIDENT,DONALD TRUMP,REPUBLICAN,8229,11010,0.747411444,20220315,TOTAL,2020,9426,12097,0.779201455,1.042533481
2016,ILLINOIS,IL,ST. CLAIR,17163,US PRESIDENT,DONALD TRUMP,REPUBLICAN,53857,120580,0.446649527,20220315,TOTAL,2020,57150,128091,0.446167178,0.998920072
2016,ILLINOIS,IL,STARK,17175,US PRESIDENT,DONALD TRUMP,REPUBLICAN,1778,2743,0.648195406,20220315,TOTAL,2020,2004,2883,0.695109261,1.072376099
2016,ILLINOIS,IL,STEPHENSON,17177,US PRESIDENT,DONALD TRUMP,REPUBLICAN,11083,20343,0.544806567,20220315,TOTAL,2020,12521,22048,0.567897315,1.042383387
2016,ILLINOIS,IL,TAZEWELL,17179,US PRESIDENT,DONALD TRUMP,REPUBLICAN,38707,64400,0.601040373,20220315,TOTAL,2020,42513,69052,0.615666454,1.024334608
2016,ILLINOIS,IL,UNION,17181,US PRESIDENT,DONALD TRUMP,REPUBLICAN,5790,8537,0.678224201,20220315,TOTAL,2020,6161,8886,0.693337835,1.022284127
2016,ILLINOIS,IL,VERMILION,17183,US PRESIDENT,DONALD TRUMP,REPUBLICAN,19087,30570,0.624370298,20220315,TOTAL,2020,20725,31584,0.656186677,1.050957548
2016,ILLINOIS,IL,WABASH,17185,US PRESIDENT,DONALD TRUMP,REPUBLICAN,4047,5464,0.740666179,20220315,TOTAL,2020,4237,5593,0.757554085,1.022800969
2016,ILLINOIS,IL,WARREN,17187,US PRESIDENT,DONALD TRUMP,REPUBLICAN,4275,7807,0.5475855,20220315,TOTAL,2020,4676,7909,0.591225186,1.079694744
2016,ILLINOIS,IL,WASHINGTON,17189,US PRESIDENT,DONALD TRUMP,REPUBLICAN,5571,7427,0.750100983,20220315,TOTAL,2020,6115,7902,0.77385472,1.031667386
2016,ILLINOIS,IL,WAYNE,17191,US PRESIDENT,DONALD TRUMP,REPUBLICAN,6967,8261,0.843360368,20220315,TOTAL,2020,7176,8486,0.845628093,1.002688916
2016,ILLINOIS,IL,WHITE,17193,US PRESIDENT,DONALD TRUMP,REPUBLICAN,5640,7335,0.768916155,20220315,TOTAL,2020,5791,7421,0.780353052,1.014874049
2016,ILLINOIS,IL,WHITESIDE,17195,US PRESIDENT,DONALD TRUMP,REPUBLICAN,12615,25582,0.493120163,20220315,TOTAL,2020,14527,27375,0.530666667,1.076140679
2016,ILLINOIS,IL,WILL,17197,US PRESIDENT,DONALD TRUMP,REPUBLICAN,132720,300904,0.441070906,20220315,TOTAL,2020,155116,345105,0.449474798,1.019053379
2016,ILLINOIS,IL,WILLIAMSON,17199,US PRESIDENT,DONALD TRUMP,REPUBLICAN,21570,31852,0.677194525,20220315,TOTAL,2020,22801,33653,0.677532464,1.000499028
2016,ILLINOIS,IL,WINNEBAGO,17201,US PRESIDENT,DONALD TRUMP,REPUBLICAN,55624,118376,0.469892546,20220315,TOTAL,2020,60861,127709,0.476559992,1.0141893
2016,ILLINOIS,IL,WOODFORD,17203,US PRESIDENT,DONALD TRUMP,REPUBLICAN,13207,19864,0.664871124,20220315,TOTAL,2020,14799,21432,0.690509518,1.03856145
2016,INDIANA,IN,ADAMS,18001,US PRESIDENT,DONALD TRUMP,REPUBLICAN,9648,13090,0.737051184,20220315,TOTAL,2020,10686,14209,0.752058554,1.020361368
2016,INDIANA,IN,ALLEN,18003,US PRESIDENT,DONALD TRUMP,REPUBLICAN,83930,147137,0.570420764,20220315,TOTAL,2020,92083,169082,0.544605576,0.954743603
2016,INDIANA,IN,BARTHOLOMEW,18005,US PRESIDENT,DONALD TRUMP,REPUBLICAN,20640,32490,0.635272392,20220315,TOTAL,2020,22410,36235,0.618462812,0.973539572
2016,INDIANA,IN,BENTON,18007,US PRESIDENT,DONALD TRUMP,REPUBLICAN,2579,3666,0.703491544,20220315,TOTAL,2020,3007,4114,0.730918814,1.038987348
2016,INDIANA,IN,BLACKFORD,18009,US PRESIDENT,DONALD TRUMP,REPUBLICAN,3350,4839,0.692291796,20220315,TOTAL,2020,3841,5351,0.717809755,1.036860121
2016,INDIANA,IN,BOONE,18011,US PRESIDENT,DONALD TRUMP,REPUBLICAN,19654,32178,0.610789981,20220315,TOTAL,2020,22351,38520,0.580244029,0.949989436
2016,INDIANA,IN,BROWN,18013,US PRESIDENT,DONALD TRUMP,REPUBLICAN,5016,7945,0.631340466,20220315,TOTAL,2020,5777,8981,0.643246854,1.018858903
2016,INDIANA,IN,CARROLL,18015,US PRESIDENT,DONALD TRUMP,REPUBLICAN,6273,8643,0.725789656,20220315,TOTAL,2020,7086,9495,0.74628752,1.028242154
2016,INDIANA,IN,CASS,18017,US PRESIDENT,DONALD TRUMP,REPUBLICAN,9701,14209,0.682736294,20220315,TOTAL,2020,10552,15198,0.694301882,1.016940051
2016,INDIANA,IN,CLARK,18019,US PRESIDENT,DONALD TRUMP,REPUBLICAN,30035,51147,0.587228967,20220315,TOTAL,2020,33668,57869,0.581796817,0.990749519
2016,INDIANA,IN,CLAY,18021,US PRESIDENT,DONALD TRUMP,REPUBLICAN,8531,11282,0.756160255,20220315,TOTAL,2020,9499,12267,0.774353958,1.024060644
2016,INDIANA,IN,CLINTON,18023,US PRESIDENT,DONALD TRUMP,REPUBLICAN,8531,11936,0.714728552,20220315,TOTAL,2020,9334,12949,0.720827863,1.008533745
2016,INDIANA,IN,CRAWFORD,18025,US PRESIDENT,DONALD TRUMP,REPUBLICAN,3015,4593,0.656433703,20220315,TOTAL,2020,3483,4944,0.704490291,1.073208593
2016,INDIANA,IN,DAVIESS,18027,US PRESIDENT,DONALD TRUMP,REPUBLICAN,8545,10768,0.793554978,20220315,TOTAL,2020,9576,11954,0.801070771,1.009471043
2016,INDIANA,IN,DEARBORN,18029,US PRESIDENT,DONALD TRUMP,REPUBLICAN,18113,23987,0.755117355,20220315,TOTAL,2020,19528,25383,0.769333806,1.01882681
2016,INDIANA,IN,DECATUR,18031,US PRESIDENT,DONALD TRUMP,REPUBLICAN,8490,11127,0.763008897,20220315,TOTAL,2020,9575,12287,0.779278913,1.021323494
2016,INDIANA,IN,DEKALB,18033,US PRESIDENT,DONALD TRUMP,REPUBLICAN,12054,16902,0.713170039,20220315,TOTAL,2020,14237,19628,0.725341349,1.017066491
2016,INDIANA,IN,DELAWARE,18035,US PRESIDENT,DONALD TRUMP,REPUBLICAN,24263,45123,0.537708042,20220315,TOTAL,2020,26827,48191,0.556680708,1.035284325
2016,INDIANA,IN,DUBOIS,18037,US PRESIDENT,DONALD TRUMP,REPUBLICAN,13365,19984,0.668785028,20220315,TOTAL,2020,15033,21770,0.690537437,1.032525263
2016,INDIANA,IN,ELKHART,18039,US PRESIDENT,DONALD TRUMP,REPUBLICAN,41867,65630,0.63792473,20220315,TOTAL,2020,46972,74387,0.631454421,0.989857254
2016,INDIANA,IN,FAYETTE,18041,US PRESIDENT,DONALD TRUMP,REPUBLICAN,6839,9530,0.717628541,20220315,TOTAL,2020,7755,10136,0.765094712,1.066143092
2016,INDIANA,IN,FLOYD,18043,US PRESIDENT,DONALD TRUMP,REPUBLICAN,21432,37425,0.572665331,20220315,TOTAL,2020,23400,41802,0.559781829,0.977502563
2016,INDIANA,IN,FOUNTAIN,18045,US PRESIDENT,DONALD TRUMP,REPUBLICAN,5662,7492,0.755739455,20220315,TOTAL,2020,6154,7986,0.770598547,1.01966166
2016,INDIANA,IN,FRANKLIN,18047,US PRESIDENT,DONALD TRUMP,REPUBLICAN,8669,11013,0.787160628,20220315,TOTAL,2020,9691,12000,0.807583333,1.025944774
2016,INDIANA,IN,FULTON,18049,US PRESIDENT,DONALD TRUMP,REPUBLICAN,6010,8374,0.717697636,20220315,TOTAL,2020,6694,9147,0.731824642,1.019683786
2016,INDIANA,IN,GIBSON,18051,US PRESIDENT,DONALD TRUMP,REPUBLICAN,11081,15484,0.715641953,20220315,TOTAL,2020,11817,16161,0.731204752,1.021746628
